local_tuple,external_tuple,relevant
century software ttpl-1 - century tinyterm plus v.4.0 - complete product - connectivity/data acess - 1 user(s) complete product - standard - english - pc century software ttpl-1 : tinyterm plus addresses the host connectivity needs of enterprise-level organizations that require access to ibm mainframes mid-range computer systems and unix / linux servers. standardizing on tinyterm plus offers easy ... 188.97,century software - tinyterm plus v.4.0 - complete product tinyterm plus addresses the host connectivity needs of enterprise-level organizations that require access to ibm mainframes mid-range computer systems and unix / linux servers. standardizing on tinyterm plus offers easy and economical migration from other vendor's products with enterprise-grade deployment management tools and integration options providing ease and greater flexibility to control and customize organizational rollouts. century software 0,1
imagination international corp live bingo gone are the days of mom and dad missing their chance at bingo to pull numbers out of a bag! now the whole family can play along with live bingo the only interactive dvd game featuring this classic family activity. let live bingo's exciting sound ... 10.86,live bingo imagination international corp 0,1
bling software limited safekeeper plus safekeeper plus is the first software product that offers total protection for both your family and computer. it's the only product to offer the kid safe blocker family watchdog and safety shield. safekeeper plus has the best anti-virus protection ... 39.99,safekeeper plus safekeeper plus is all-in-one guardian for your online safety. this powerful simple-to-use security suite combines the best in antivirus and antispyware. avoid being corrupted by malicious computer files or unsavory people who may provide objectionable content to children. bling software 0,1
apple remote desktop 3 unlimited managed systems system requirements mac os x v10.3.9 or later; some features require mac os x v10.4 ethernet (recommended) airport (802.11b/g) or ip over firewire network connection requires mac os x v10.4 tiger or later on client system. requires mac os x v10.4 ... 499.99,apple remote desktop 3 unlim managed systems apple's remote desktop 3: unlimited managed systems has the power to simplify administrative tasks and make managing networked mac os x systems easy and efficient. this new version has even more options for distributing software automating common tasks and providing remote assistance to your organization. the remote spotlight search gives you an instant at-a-glance view of the remote computers in your network. automator actions use third-party actions to create your own custom workflows which you can then save and reuse as needed. to help get you started more than 30 automator actions have been included. the autoinstall feature of apple remote desktop 3 you can stage software to install on remote mobile or offline systems. just stage the software and when the computer is back on the network apple remote desktop will automatically update the system. other features are described below. special license for unlimited networks. user history reports give you detailed information on who is using a computer when they logged in and out and how they accessed the computer smart computer lists track computers easily -- specify a set of rules based on 11 attributes; any computer that matches the rules you set automatically gets added to the list save frequently-used tasks as task templates that you can reuse whenever you need them over 30 sample unix scripts are included to help with setting desktop pictures time zone settings energy saving settings and more apple 499,1
adobe 38040450 - dreamweaver cs3 - complete product - web development - 1 user - complete product - academic - universal english - mac intel-based mac adobe 38040450 : quickly and easily design develop and maintain websites and web applications - from start to finish - with adobe dreamweaver cs3 software. built for both designers and developers dreamweaver cs3 offers the choice of working in an ... 182.97,dreamweaver cs3 9 mac ed 1u dreamweaver cs3 9 mac ed 1u adobe education box 199,1
apple final cut express hd 3.5 video editing software for mac av production software final cut express hd 3.5 video editing software for mac the final cut express hd 3.5 video editing software for mac from apple is aimed at intermediate video editors who have outgrown imovie but aren't quite ready for final cut pro. this ... 299,apple final cut express hd 3.5 (mac) final cut express hd 3.5 delivers the advanced moviemaking power you need to create the most dynamic and dramatic effects ever seen in a film. get all the tools you need to create fantastic digital video (dv) or high-definition video (hdv) projects. final cut express hd supports an unlimited number of video tracks plus amazing real-time special effects and transitions. you also get powerful tools like color correction and matting. full keyframe control over effects and motion parameters advance your filmmaking while dynamic real-time effects and new versions of livetype and soundtrack let you add dazzling titles objects and text effects. universal application now runs natively on both intel- and powerpc-based macs. mix up to 99 audio tracks in your movie and further enhance your audio with real-time volume and audio filter adjustments soundtrack 1.5 helps you create an original music score for your movie -- no professional musical experience necessary imovie projects can be opened in final cut express hd with all their effects transitions and audio levels intact output your project back to a dv or hdv device for direct playback save your projects as a quicktime movie for distribution over the web or export it to idvd more professional templates for dv and hdv projects new vector-based animated livefonts more animated objects and textures 60 new text effects system requirements - powerpc g4 or g5 500mhz or faster; 512mb ram; agp or pci express quartz extreme graphics card; monitor with 1024 x 768 display; 500mb hard drive space; quicktime 7.0.4 or later; dvd drive apple computer 299,1
sony media software acid pro 6 software music production software acid pro 6 loop based music production software for windows special offer acid pro 6 from sony media software is a loop-based music creation tool that allows for the production of original royalty-free music. songs can be created tracks re-mixed ... 299.95,sony acid pro 6 professional music workstation acid pro 6 helps your musical creations stand apart from the crowd. its automatic time-loop stretching and and tempo-matching technology help you create music that's club-ready in your home. its straightforward pick paint and play functions deliver a new formula for groundbreaking music. automatic pitch & tempo matching real-time loop previewing and unlimited tracks combine with powerful new midi functions to the three key components in modern music creation: loops multitrack editing and midi. you'll start creating great music right out of the box. expand your sound palette with professional effects native support for vst instruments and directx audio and soft synth support transform loops & midi tracks into fresh new sounds with exclusive groove mapping & groove cloning tools; change the groove of a track apply different grooves to the same track or extract a groove from one file and apply it to another powerful media manager tools help you tag organize and search your content with folder tracks and cluster editing tools work with multiple media clips on one track - automatic crossfades tie everything together includes custom edition of kompakt -- the full-featured vsti sample playback engine with over 120 instruments also includes over 1 000 sony sound series loops sony pictures digital entertainment 499.95,1
zoo tycoon for windows everybody likes the zoo. and why not casual walks exotic animals and fried foods are good fun. managing a zoo of your very own is even better. zoo tycoon challenges you to build a zoo one path tile one iron-reinforced fence and one animal at a ... 25.99,zoo tycoon 2: marine mania expansion zoo tycoon 2: marine mania is a great new expansion where you'll help your zoo make a big splash! add killer whales manta rays and other exciting marine animals to your existing zoo. have a whale of a time as you combine land marine and prehistoric animals to build the wildest most exciting zoo ever! work with over 20 new marine animals from dolphins and great white shark to giant squids and create customized aquatic shows. tons of new objects and 10 new scenarios challenge your management skills and your imagination! children and parents can broaden their knowledge of the animal kingdom to improve their zookeeping skills free downloadable content helps you create the ultimate zoo microsoft 19.99,1
coreldraw graphics suite x3 upgrade windows brand new factory sealed software or accessories from a pro merchant. over 1 million new and used books movies games software and cds available. in business since 1986. satisfaction guaranteed.we offer free shipping when you purchase five or ... 184.5,coreldraw graphics suite x3 upgrade whether you're creating company logos or working toward demanding production schedules you can transform ideas into professional results with the help of coreldraw graphics suite x3. this significant update includes more than 40 new and enhanced features designed to directly benefit design professionals and occasional business users. included applications coreldraw x3: an intuitive graphic design and page layout application that meets the demands of today's busy design professionals and occasional business users. it delivers results fast whether you're creating a company logo or working toward demanding production schedules. corel photo-paint x3: a professional image-editing application that lets users quickly and easily retouch and enhance photos. it is specifically designed for use as part of a graphic workflow. corel powertrace x3: professional designers often receive poor-quality bitmap images from clients and face the challenge of turning these into high-quality vector images for business cards brochures promotional items or signs. the new corel powertrace solves this problem by letting users quickly and accurately convert bitmaps into editable vector graphics. corel capture x3: a one-click screen capture utility that lets users capture images from their computer screen. pixmantec rawshooter essentials: this raw workflow tool provides the highest-quality output and fastest conversion time of any raw converter on the market today. it gives designers and business users excellent results with minimum effort. content: more than 10 000 clipart and digital images individually selected to meet the needs of design professionals and business users; 1 000 opentype fonts plus 35 windows glyph list 4 (wgl4) fonts; and 100 creative templates. corel powertrace is the most powerful and accurate bitmap-to-vector tracing application on the market. you now have complete control and flexibility for editing vector images including color merging and interactive color mode selection. see it in action. the image adjustment lab is a 'one stop shop' for adjusting photo colors and tones while the ability to create snapshots of your adjusted photos with one single click makes photo comparison simple and easy. see it in action. powerful new illustration tools help you transform your ideas into results faster and more beautifully than ever. see it in action. also included: images fonts and 10 000 hand-selected professional clipart images. you also get 35 new wgl4 fonts and 1 000 royalty free photos. see it in action. its now easier than ever to learn and work with coreldraw graphics suite x3! see it in action. made for you coreldraw graphics suite x3 has been designed for both design professionals and occasional business users with special new tools that are sure to ease the burden of both types of users. if you work in advertising printing sign-making engraving or manufacturing this release has amazing new tools that help you get the job done faster and with more accuracy. likewise if you need to create marketing collateral flyers newsletters brochures web graphics and other projects for your business coreldraw graphics suite x3 makes it easy to make it happen fast. quality layout results coreldraw x3 provides significant improvements to text handling that make it easier for users to select edit and format text. new controls have been added for alignment drop caps tabs bullets and columns. for more flexibility and accuracy in design users can now specify text size in inches and create hyperlinks for specific characters. in addition the application works better with text from other sources. the new character formatting docker makes formatting artistic and paragraph text easier than ever before. this convenient new docker includes easy-to-use controls for adjusting kerning changing the angle of selected characters and applying character effects such as underline strike-through uppercase. meanwhile an enhanced interactive fit text to path tool now makes it easier than ever to attach text to a path with precision. a common effect for creating logos and signs this new tool lets you interactively control text placement in order to get your desired results. new tools for illustration with coreldraw graphics suite x3 designers can take advantage of tons of new tools and features that increase their productivity without compromising on their creativity and flexibility. for instance the new star tool lets users quickly and easily draw perfect stars while the new complex star tool makes it easy to create complex stars that have intersecting sides and produce unique results with an applied fill. you can also specify the number of points and can sharpen the points of a complex star. a significant time-saver the new crop tool quickly lets you remove unwanted areas in objects and imported graphics -- both bitmap and vector. this handy addition to the coreldraw x3 toolbox eliminates the need to ungroup objects break linked groups apart or convert objects to curves. meanwhile the unique new smart fill tool lets you apply a fill to any enclosed area by creating a new object from an enclosed area. unlike conventional fill tools that fill only objects the smart fill tool detects the edges of an area and creates a closed path so that the area can be filled. for example the smart fill tool can fill the loops of a freehand line that crosses over itself. the smart fill tool creates a path around the area so the filled object can be moved copied or edited. powerful accurate tracing coreldraw graphics suite x3 provides a more streamlined integrated tracing solution that delivers accurate and optimized bitmap-to-vector tracing results. integrated with coreldraw x3 the new corel powertrace allows users to quickly and easily convert bitmaps into editable vector graphics. design professionals typically face the challenge of turning bitmap images into high-quality vector images to create logos for business cards brochures signs and promotional items. for control and flexibility corel powertrace generates a color palette that lets you easily pick which colors appear in the traced result and quickly convert them to the appropriate color mode including spot colors. you can also choose from several preset tracing styles color modes and background options. with three different preview modes -- before and after large preview and wireframe overlay -- corel powertrace makes it easy to analyze the result and adjust the settings used to trace your image. efficient photo editing coreldraw graphics suite x3 puts the focus on providing design professionals with more efficient intuitive and accurate photo editing. corel photo-paint x3 is now significantly faster when working with large images and applying photo effects resulting in better real-time feedback and improving overall workflow efficiency. improved object handling gives designers more precise control in rotating skewing or distorting objects. for large images improved use of image cache provides significantly increased response time for previewing most effects and for manipulating objects. the new integrated image adjustment lab saves designers valuable time and is accessible from both corel photo-paint and coreldraw. design professionals often work with files that have poor color balance and contrast and they need to use multiple tools to make adjustments. the image adjustment lab addresses this problem by uniting a number of manual and automatic controls for common color and tone corrections providing an intuitive and fast way to achieve professional image adjustments. the image adjustment lab also lets users create snapshots of their adjustments with just one click. the snapshots appear below the working preview which lets users easily compare each snapshot against the original and choose the best result. built on the power of corel knockout the enhanced cutout lab includes new controls to simplify the process of cutting out image areas and to improve accuracy. the new add detail and remove detail tools make it easy to refine the cutout area. for easy reference when defining the cutout area users can preview their cutout against the original image or transparent white gray or black backgrounds. for maximum flexibility users can choose to save the cutout object and discard the original image save the cutout object and keep the original image or save the cutout object as a clip mask added to the original image. in addition the cutout lab includes undo and redo buttons to quickly correct any mistakes. enhanced compatibility coreldraw graphics suite x3 provides enhanced compatibility for more than 100 commonly used file formats including adobe illustrator photocells corel paint shop pro microsoft office jpeg and pdf. users can now seamlessly edit and exchange files in those formats. outstanding support for spot colors has been added for adobe illustrator photoshop and pdf. upgrade eligibility to purchase the upgrade version of coreldraw graphics suite x3 you must own a previous licensed version of: coreldraw coreldraw graphics suite coreldraw office edition coreldraw essentials coreldraw select coreldraw classic corel designer corel photo-paint corel painter corel picture publisher micrografx designer micrografx igrafx business micrografx graphics suite. corel 179,1
sony creative software sfas9000 - sound forge audio studio 9 sony creative software sfas9000 : sony media software sound forge audio studio 9. audio editing and production software sound forge audio studio software is the easiest way to record edit encode and master audio on your home computer. record live ... 53.97,sound forge audio studio 9 sound forge audio studio 9 software is an easy-to-use home version of sony's sound forge professional software ? the industry standard for audio editing and mastering on the pc platform. built on award-winning technology used by recording studios and musicians worldwide sound forge audio studio software brings the editing power of the pros to your home computer. enjoy pro-level control over audio editing eq volume and effects processing. mix audio tracks balance sound levels and create custom fades. perform precise real-time editing of audio files with simple drag-and-drop operations. expertly balance sound levels trim unwanted sections and synchronize audio with video. plug a microphone or instrument into your computer's sound card and start recording directly into sound forge audio studio software ? capture instruments vocals keyboards and more. you can also import music from your own cds and mp3s for immediate mixing and editing. powerful encoding tools let you save audio in popular formats including .mp3 .wav and .wma. burn your own cds export to your mp3 player or upload songs to the web. real-time nondestructive editing windows vista ready multitask background rendering media explorer with automatic file previewing automatic left and right mono to stereo merge fully customizable toolbars mix paste and crossfade automatic file mixing and conversion unlimited undo/redo over 30 built-in effects & processes system and user-defined function presets enhanced preset manager crash recovery mark-in mark-out drop markers in real time embed url flips within audio and video stream mono and stereo sound files real-time play and record meters full support for 4gb and larger files standard keyboard commands mouse shortcuts and toolbars compress sound files for 8-bit distribution create your own loops for use in acid software loop-editing t sony media 69.59,1
reel deal casino championship edition (win 98 me nt 2000 xp) reel deal casino championship edition offers players the widest variety of casino styled games ever; adding 5 new hot games including shuffle master's popular 4-card poker. phantom efx's championship edition focuses on action packed ... 19.95,reel deal casino championship edition reel deal casino championship edition (win 98 me nt 2000 xp) phantom efx 19.99,1
encore software 460001 - the big box of art 410000 95/98/me/nt4/w2k/xp (win 95 98 me nt 2000 xp) encore software 460001 : get over a million images to complement every project! the big box of art 410000 gives you an overwhelming selection of photos clip art animations web graphics and photo clip art images and our fast fun and easy browser ... 17.97,encore the big box of art 410 000 ( 460001 ) get over a million images to complement every project! the big box of art 410 000 gives you an overwhelming selection of photos clip art animations web graphics and photo clip art images and our fast fun and easy browser lets you find and use them in seconds. now you don't have to download anything from the web or flip through catalogs to find images just use a keyword! encore software 19.99,1
nova development corp photo explosion 3.0 turn ordinary photographs into memories you?re sure to cherish with the next generation in consumer photo editing software. photo explosion delivers powerful photo editing features spectacular special effects and professional-quality photo ... 28.3,photo explosion 3.0 photo explosion 3.0 nova development 29.99,1
kutoka interactive inc didi & ditto (kindergarten) the first in a series of grade-based products didi & ditto is a complete learning package where children practice thinking skills literacy skills math skills and creativity. fun subjects: math skills - recognizing numbers counting objec 16.93,didi & ditto: kindergarten win/mac didi & ditto kindergarten is a wacky fun-filled learning adventure that kids will love. didi and ditto are twin beavers who live in a colorful forest. when a purple wolf catches one of them the other has to collect enough food to free their trapped beaver sibling! ages 4 to 6 kutoka 19.99,1
adobe cs3 design premium system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 java runtime environment 1.5 1gb ram 6.3gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card ... 1865.99,adobe creative suite cs3 design premium [mac] adobe creative suite 3 design premium software is the designer's dream toolkit for print web and mobile publishing. it combines all-new versions of essential tools for professional page layout image editing illustration and adobe pdf workflows with new tools for producing engaging websites interactive experiences and mobile content--all in a unified intuitive design environment. from exploring design concepts to finessing production details you can leverage the tightly integrated tools in creative suite 3 design premium to make even your most visionary ideas real--in print on the web and on mobile devices. deliver innovative ideas in print web and mobile design adobe creative suite 3 design premium software is the designer's dream toolkit for print web and mobile publishing. it combines all-new versions of essential tools for producing everything from professional page layouts to rich interactive experiences in a unified intuitive environment. design with essential tools let your ideas take flight with adobe creative suite 3 design premium which equips you to craft your best creative work more easily and efficiently than ever before. from thinking through concepts to finessing production details you can leverage the intuitive tools in creative suite 3 design premium to make even your most visionary ideas real. creative suite 3 design premium lets you stay true to your creative intent without making compromises along the way. keep your ideas flowing adobe creative suite 3 design premium lets you slip into the creative zone and stay there by offering tight integration and shared features that enable you to move fluidly between tasks. easily move assets between components to avoid awkward workarounds. import adobe photoshop extended and illustrator artwork into adobe flash for example or paste photoshop images into adobe dreamweaver. visually manage assets in adobe bridge coordinate with team members using adobe version cue and host real-time web-based meetings with adobe acrobat connect--all from within creative suite 3 design premium. design for today...and tomorrow prepare content for a wide range of media from print pieces to interactive websites to mobile devices using integrated tools to produce industry-standard output. depend on reliable adobe pdf workflows for print production move from print design to web design by exporting xhtml from adobe indesign to dreamweaver and enable efficient developer workflows as you create cutting-edge interactive experiences. from pages to pixels design premium lets you design for tomorrow as well as today. photoshop cs3 extended for specialized image editing illustrator cs3 for vector graphics creation adobe indesign cs3 for page layout flash cs3 professional for interactive design dreamweaver cs3 for web design and development acrobat 8 professional for adobe pdf workflows audience benefit design professionals express your ideas in virtually any medium from paper to pixels using intuitive tools that help you stay true to your creative intent. adobe creative suite 3 design premium software is the designer's dream toolkit for print web and mobile publishing combining all-new versions of essential tools for professional page layout image editing illustration and adobe pdf workflows with new tools for designing engaging websites interactive experiences and mobile content in a unified design environment. design premium also offers visual asset management effective file management for collaborative creative teams mobile content previewing and access to services such as adobe stock photos* for royalty-free imagery and adobe acrobat connect* for web conferencing. with creative suite 3 design premium you can create beautiful engaging content collaborate effectively and equip yourself for new business opportunities with tools that let you design for tomorrow as well as today. print professionals adobe creative suite 3 design premium software offers print professionals industry-standard tools for design and production. creative suite 3 design premium combines full new versions of adobe's leading design and production tools-- adobe indesign cs3 photoshop cs3 extended illustrator cs3 flash cs3 professional dreamweaver cs3 and acrobat 8 professional--in a tightly integrated environment that offers productivity features for visual asset management effective file management mobile content previewing and direct access to online services. enjoy consistent print controls shared color settings and shared pdf export presets across design premium components and generate reliable output using support for high-end adobe pdf workflows including pdf/x. preflight |pdf files using acrobat which now offers automated file correction and automate workflows using jdf. even improve communication with customers using real-time web-based meetings with adobe acrobat connect.* creative suite 3 design premium gives you the most trusted tools for the job helping you realize smooth production processes--and diversify your services. it professionals adobe creative suite 3 design premium software enables creative teams to realize their ideas more quickly and efficiently than ever before. built on industry standards to provide long-term compatibility creative suite 3 design premium can be deployed across networks is extensible and scriptable and can be tailored to meet a variety of specialized design and publishing needs. design premium combines full new versions of adobe's essential design tools--adobe indesign cs3 photoshop cs3 extended illustrator cs3 flash cs3 professional dreamweaver cs3 and acrobat 8 professional--with adobe bridge cs3 adobe version cue cs3 adobe device central cs3 adobe stock photos* and adobe acrobat connect* for improved collaboration and productivity in creative workgroups. offering a single installer and serial number for easy installation and backed by the quality and reliability adobe is known for creative suite 3 design premium meets the needs of your creative team. visually manage assets in adobe bridge test mobile designs in adobe device central coordinate with team members using adobe version cue host real-time web-based meetings with adobe acrobat connect top new benefits of adobe creative suite 3 design premium all-new versions of essential creative tools experience the ultimate creative toolset with adobe indesign cs3 for page layout photoshop cs3 extended for specialized image editing illustrator cs3 for vector graphics creation flash cs3 professional for interactive design dreamweaver cs3 for web design and development and acrobat 8 professional for adobe pdf workflows. unprecedented integration use native files more easily than ever in different design workflows: import photoshop and illustrator files into flash and copy photoshop files into dreamweaver. and enjoy a unified integrated design experience with new self-adjusting panels and other shared interface elements. powerful design workflows bring your most visionary ideas to life in print on the web and on mobile devices. automatically find and fix errors before printing high-quality pages using indesign and acrobat. export indesign layouts as xhtml to use in web designs in dreamweaver. easily create graphics in flash using the adobe-standard pen tool. and test mobile designs in adobe device central. support for the latest mac and windows systems get the most out of creative suite 3 design premium on intel based mac systems and microsoft windows vista computers. work smoothly on legacy powerpc based mac and windows xp systems as well. new dimensions in digital imaging with adobe photoshop cs3 extended select image regions more intuitively apply filters nondestructively manipulate 3d images and create accurate composites of images with similar content using photoshop cs3 extended. inspired vector graphics creation in adobe illustrator cs3 explore apply and control color variations using live color in illustrator cs3. select and align points and edit paths more easily than ever before and easily incorporate vector graphics into print web and interactive and mobile designs. efficient powerful page design with adobe indesign cs3 explore more creative possibilities and experience new levels of productivity using indesign cs3 which offers powerful features for creating graphically rich complex documents; professional typographic controls; and robust reliable printing. visual media management in adobe bridge cs3 easily organize browse locate and preview assets with adobe bridge cs3 which offers faster performance; customizable workspaces; nondestructive batch-editing of tiff jpeg and camera raw files; playback of flash files; and direct access to useful services such as adobe stock photos.* stronger designer-developer workflows import layered photoshop and illustrator files into flash animate them and export them automatically in the actionscript 3.0 language to hand off to developers. use new css layouts in dreamweaver to jump-start standards-based web pages and collaborate with developers to produce interactive web experiences using the spry framework for ajax. integrated support for mobile design produce compelling mobile graphics in illustrator and photoshop extended add interactivity in flash and code pages for mobile display in dreamweaver. then preview and test your designs using mobile device profiles in adobe device central cs3. additional features industry-leading image editing and illustration experience unrivaled image editing and compositing and even perform advanced image analysis using photoshop cs3 extended. produce inspired vector graphics with illustrator cs3 which lets you interactively explore apply and control color. and work seamlessly between the two components with native file format support. designer-developer workflows import layered photoshop and illustrator files into flash animate them and export them automatically in the actionscript 3.0 language to hand off to developers. use new css layouts in dreamweaver to jump-start standards-based web pages and collaborate with developers to produce interactive web experiences using the spry framework for ajax. adobe pdf print workflows use widely available adobe pdf to create reliable and consistent final output streamline print production--including automatically fixing mistakes before they get to press--and automate workflows using jdf. support for pdf/x standard create reliable press-ready layouts using iso- and ansi-standard pdf/x including pdf/x-1a pdf/x-3 pdf/x-4 (draft) and pdf/a. powerful jdf workflows automatically convert indesign files to adobe pdf and preflight and validate them against the targeted output intent (including number of pages page size and more) using enhanced jdf workflows. shared pdf presets use built-in adobe pdf export presets--or create custom presets--in photoshop illustrator and indesign to generate consistent adobe pdf files for electronic review or final output. streamlined print production preflight adobe pdf files in acrobat 8 professional and fix problems before they get to press. automatically correct hairlines downsample image resolution flatten transparency and more. automation through scriptingspeed routine tasks and automate processes within and across components of the software by writing scripts in javascript applescript microsoft visual basic and the extendscript toolkit. efficient and easy-to-manage deploymenteasily deploy design premium using a single installer and serial number and track manage and accurately allocate adobe software assets using adobe license manager. * online services including but not limited to adobe stock photos and acrobat connect may not be available in all countries languages and currencies. availability of services is subject to change. use of online services is governed by terms and conditions of a separate agreement and may be subject to additional fees. for details visit www.adobe.com. adobe creative suite 3: what's in each edition? adobe creative suite 3 editions design premium design standard web premium web standard production premium master collection adobe photoshop cs3 extended adobe photoshop cs3 adobe illustrator cs3 adobe indesign cs3 adobe acrobat 8 professional adobe flash cs3 professional adobe dreamweaver cs3 adobe contribute cs3 adobe fireworks cs3 adobe after effects cs3 professional adobe premiere pro cs3 adobe soundbooth cs3 adobe encore cs3 adobe onlocation * adobe ultra cs3 * additional features and services in adobe creative suite 3 adobe bridge cs3 adobe version cue cs3 adobe device central cs3 adobe dynamic link adobe stock photos adobe acrobat connect * adobe ultra runs on microsoft windows only. for macintosh users adobe onlocation requires bootcamp and windows (purchased separately) or a separate windows-based computer. adobe 1799,1
magellan mapsend lakes usa south key features: 70 hot fishing lakes 800 lakemaster maps basic surface maps sd memory card owner's instructions ... 99.95,magellan mapsend lakes (usa south) magellan mapsend lakes usa - south includes fishing hot spots(fhs) maps of some of the most famous tournament fishing lakes in the united states. there is no lakemaster content in the south region but it contains almost as much lake data as the north region. the south region detail lakes are mostly big water impoundments on the major tennessee valley river systems and many other major lakes elsewhere in the covered area including respectable coverage of texas arkansas missouri and florida lakes mapped by fhs. you wont want to be without mapsend lakes if you are fishing these big reservoirs and lakes.mapsend lakes south also includes basic surface maps of larger lakes and rivers based on usgs data. mapsend lakes usa - south is available on a pre-loaded sd memory card for use on a compatible magellan gps receiver. - detailed fishing hot spots maps in the southern u.s. with depth contours and underwater structure lake access services and more. fhs maps include lake profiles. many show marked fishing areas with fishing tips. - basic surface mapping of many more lakes and reservoirs. - basemap of roads and highways plus extensive searchable points of interest (poi) from the u.s. geological survey. lakes al: guntersville lake pickwick lake wheeler lake ar:beaver lake dardanelle lake greers ferry lake lake ouachita millwood lake norfork lake fl: east lake tohopekaliga harris lake chain lake george lake kissimmee lake okeechobee lake talquin lake tohopekaliga rodman res magellan 114.66,1
encore software 10485 - encore printmaster v.17.0 platinum - complete product - creativity application - 1 user - complete product - standard - pc encore software 10485 : if you've got a passion for creative self-expression you'll find endless inspiration in this sophisticated easy-to-use program. enjoy all of the great features you expect from printmaster plus brilliant upgrades that make ... 33.97,printmaster 17 platinum by encore software printmaster 17 platinum by encore software encore software 39.99,1
encore software 11580 - monopoly with bonus risk - win 98 me 2000 xp encore software 11580 : monopoly brings the classic board game to life on your computer! featuring a bonus full-version game of risk - you ll be entertained for hours! system requirements: operating system: windows(r) 95/98/me/xp processor: pentium( ... 18.97,monopoly platinum edition monopoly platinum edition is a whole new deal in monopoly games. it's got all the family fun of monopoly with all-new features -- for more monopoly excitement! watch your tokens hop skip and dance around the board. from the rolling lawns of park place to the lowly backyards of baltic avenue you'll be entertained as you try to bankrupt your opponents and stay out of jail! encore 19.99,1
iplaymusic beginner guitar lessons mac system requirements: macintosh computer with a powerpc g4 powerpc g5 or intel core processor 733 mhz or faster 512 mb ram garageband 3 or later required to use the included garageband projects mac os x v10.3.9 or v10.4.3 or later v10.4.4 ... 44.95,iplaymusic beginner guitar lessons for the mac and ipod iplaymusic's beginner guitar lessons is the first guitar learning program optimized for the mac and video ipod. the software takes advantage of ilife applications resident on today's mac including garageband itunes and iweb. now aspiring musicians have everything they need to learn guitar play and sing popular songs and easily create their own performances. users can view lessons or listen to their new performances in itunes or on their ipod iplaymusic 49.99,1
century software tt-1 - century tinyterm v.4.3x - emulation - 1 user(s) - english french german spanish italian polish portuguese - pc century software tt-1 : tinyterm provides accurate emulation and total flexibility. now you can use your desktop pc to access all your legacy data and applications. with tinyterm you can customize access depending on your company's needs. you can ... 120.97,tiny term emulator v4.3x - marketing information: tinyterm provides accurate emulation and total flexibility. now you can use your desktop pc to access all your legacy data and applications. with tinyterm you can customize access depending on your companyandquot;s needs. you can provide just one user with access to your host or provide host access to your entire company. with its support for multinational keyboards and host character sets you can make tinyterm your solution for global host access. product information - software sub type: emulation - software name: tinyterm v.4.3x - features and benefits: - provide scalable customized client access - access your legacy host through a web-browser interface - rely on superior terminal emulation and complete flexibility - automate functions with the included scripting language cscript - customize window look-and-feel with complete attribute mapping - supports background bitmaps - include code page support - support unlimited fonts multinational keyboards and host character sets - language support: english - language support: french - language support: german - language support: spanish - language support: italian - language support: polish - language support: portuguese - platform support: pc license information - license quantity: 1 user miscellaneous - compatibility: - pc supported emulations: - sco ansi - ibm 3151 (24/25 line) - vt100 - vt102 - vt220 century software 219.63,1
encore software 10636 - 3d home architect landscape v.8by encore software 10636 : from decks to daisies swimming pools to sunflowers a world of landscaping possibilities is as close as your desktop. more than just a layout program 3d home architect landscape design version 8 delivers photo realistic 3d ... 25.97,3d home architect landscape v.8 by encore software from decks to daisies swimming pools to sunflowers a world of landscaping possibilities are available on users' desktops. more than just a layout program 3d home architect landscape design version 8 delivers photo realistic 3d renderings of personal landscape plans in changing light throughout the seasons and more. encore software 39.99,1
aspyr media inc enemy territory: quake wars 47.04,enemy territory: quake wars enemy territory: quake wars mac aspyr media 49.99,1
now software now up-to-date and contact requires os x 10.3.9 and above. 109.99,now up-to-date & contact v5.0 (mac) now up-to-date & contact is the only solution that addresses all of the problems that businesses and power users face. productivity is a lot like the weather. everyone talks about it but nobody does anything about it. staying organized is a continual struggle for most people. now you can manage all your appointments contacts notes and information. it's the solution for your busy modern life. best of all it's fully cross-platform -- it doesn't matter if you use macs or windows it looks and acts the same on both. professional rapid response via online support system automated faq and free email support now software 0,1
microsoft powerpoint 2004 software - mac apple & mac software powerpoint 2004 presentation software - mac the powerpoint 2004 presentation software for mac from microsoft offers mac users the industry standard powerpoint tools to create business presentations. use powerpoint to craft presentations with rich ... 228.95,microsoft powerpoint 2004 (mac) powerpoint 2004 offers you the powerful advanced new tools needed for fantastic presentations. whether it's for business academic or personal needs you'll design dynamic and visual presentations that stand out and get noticed. microsoft 229.99,1
punch software punch! super home suite the premium home design software solution that lets you view your ideas in ways no other software can.7 powerful programs in one plus ultimate deck that launch from the same easy-to-use interface including our patented realmodel software that lets ... 49.95,punch! super home suite super home suite is a full set of powerful home modelling tools that will let you build a complete 3d scale model of your home! home estimator compiles cost information for building materials and landscape plantings and gives ou a full report on the expenses work with autoframing to create 3d views of your home's frame -- see complex stairs roof trusses headers and more create a complete 3d model of the whole house indoors and out furnishings and all with 3d realmodel punch! software 49.99,1
